URL,Agency,Vendor Name,Reference Number,Contract Date,Description of Work,Contract Period,Something,Contract Value,Comments
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22616.html,Office of the Auditor General of Canada,National Printers,23979,2007-03-07,0321 Printing Services,2007-03-23,,10865,Printing of an information guide for Parliamentarians.
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22617.html,Office of the Auditor General of Canada,Marcil Lavall&eacute;e,23995,2007-03-08,0401 Accounting and Audit Services,2007-03-09 to 2007-03-31,,19400,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22618.html,Office of the Auditor General of Canada,Nisha Technologies Inc.,23997,2007-03-09,1228 Software,2007-03-27,,15200,Purchase of software to manage IT service requests and processes. Contract awarded through a competitive process.
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22619.html,Office of the Auditor General of Canada,Nisha Technologies Inc.,24007,2007-03-09,1227 Computer Equipment - Small - Desktop/ Personal/ Portable/ Keyboard,2007-03-21,,37584,Purchase of desktop computers. Contract awarded through a Public Works and Government Services (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22620.html,Office of the Auditor General of Canada,Golder Associates Ltd.,24017,2007-03-12,0401 Accounting and Audit Services,2007-03-12 to 2007-03-31,,15000,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22621.html,Office of the Auditor General of Canada,FreeBalance Inc.,24053,2007-03-14,0670 Repair of Computer Equipment - Hardware and Software,2007-03-31 to 2008-03-30,,12000,Annual software maintenance and support. Contract awarded through a Public Works and Government Services (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22622.html,Office of the Auditor General of Canada,KPMG LLP,24086,2007-03-14,0401 Accounting and Audit Services,2007-03-16 to 2007-03-31,,14500,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22623.html,Office of the Auditor General of Canada,MIS TRAINING INSTITUTE,24087,2007-03-14,0401 Accounting and Audit Services,2007-03-16 to 2007-03-31,,11681.28,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22624.html,Office of the Auditor General of Canada,Cameron Doyle,24127,2007-03-15,0472 Information Technology Consultants,2007-03-16 to 2007-03-31,,14500,Assistance with the communications strategy development of the Electronic Document and Records Management System.
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22625.html,Office of the Auditor General of Canada,BDMK Consultants Inc.,24177,2007-03-20,0472 Information Technology Consultants,2007-03-23 to 2007-03-31,,15000,Assistance with the migration of files for Electronic Document and Records Management System.
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22628.html,Office of the Auditor General of Canada,Knowledge Circle,24181,2007-03-20,0446 Training Consultants,2007-04-01 to 2007-12-31,,43245,French language training for staff. Contract awarded through a competitive process (OAG Supply Arrangement).
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22627.html,Office of the Auditor General of Canada,Multi-Langues Saykaly (MLS) Inc.,24180,2007-03-20,0446 Training Consultants,2007-04-01 to 2007-12-31,,80262,Language training for staff. Contract awarded through a competitive process (OAG Supply Arrangement).
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22629.html,Office of the Auditor General of Canada,La Cit&eacute; coll&eacute;giale,24194,2007-03-21,0446 Training Consultants,2007-04-01 to 2007-12-31,,35588,French language training for staff. Contract awarded through a competitive process (OAG Supply Arrangement).
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22631.html,Office of the Auditor General of Canada,BLOOMBERG L.P.,24217,2007-03-23,"1143 Printed Matter, Including Books, Newspapers, Pictures, Manuscripts and Forms",2007-04-01 to 2008-03-27,,22814.56,Access to an on-line tool for the evaluation of departments financial information.
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22630.html,Office of the Auditor General of Canada,Gascho Group Consulting,24214,2007-03-23,0472 Information Technology Consultants,2007-03-24 to 2007-03-31,,9740,Assistance with the technical support for Electronic Document and Records Management System business requirements development.
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22632.html,Office of the Auditor General of Canada,QUINTET CONSULTING CORPORATION,24244,2007-03-26,0491 Management Consulting,2007-04-02 to 2007-07-31,,24650,To conduct an investigation and provide advice on HR matters.
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22634.html,Office of the Auditor General of Canada,CHARRON HUMAN RESOURCES INC.,24272,2007-03-27,0491 Management Consulting,2007-04-02 to 2007-07-31,,23550,To conduct an investigation and provide advice on HR matters.
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22633.html,Office of the Auditor General of Canada,Oracle Corporation Canada Inc.,24267,2007-03-27,0670 Repair of Computer Equipment - Hardware and Software,2007-04-01 to 2008-03-31,,128117.87,Annual software maintenance and support. Contract awarded through a Public Works and Government Services (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22636.html,Office of the Auditor General of Canada,Agence RTR Consulting Inc.,24282,2007-03-28,0351 Communications Professional Services not Elsewhere Specified,2007-04-01 to 2008-03-31,,14400,Edit services for various Office reports and documents
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22646.html,Office of the Auditor General of Canada,ALISON C. ARNOT,24328,2007-03-28,0351 Communications Professional Services not Elsewhere Specified,2007-04-01 to 2008-03-31,,15000,Edit services for various Office reports and documents
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22640.html,Office of the Auditor General of Canada,Geolithium,24314,2007-03-28,0351 Communications Professional Services not Elsewhere Specified,2007-04-01 to 2008-03-31,,21000,Edit services for various Office reports and documents
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22650.html,Office of the Auditor General of Canada,GORDON GROUP,24337,2007-03-28,0351 Communications Professional Services not Elsewhere Specified,2007-04-01 to 2008-03-31,,18850,Edit services for various Office reports and documents
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22651.html,Office of the Auditor General of Canada,JACQUES PRESCOTT,24338,2007-03-28,0401 Accounting and Audit Services,2007-04-01 to 2007-04-30,,15265,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22635.html,Office of the Auditor General of Canada,JAMES CAIRNCROSS &amp; ASSOCIATES INC.,24277,2007-03-28,0401 Accounting and Audit Services,2007-04-01 to 2007-05-15,,11450,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22642.html,Office of the Auditor General of Canada,Jean-Michel Nicolau,24320,2007-03-28,0351 Communications Professional Services not Elsewhere Specified,2007-04-01 to 2008-03-31,,10000,Edit services for various Office reports and documents
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22647.html,Office of the Auditor General of Canada,Laura Eggertson,24330,2007-03-28,0351 Communications Professional Services not Elsewhere Specified,2007-04-01 to 2008-03-31,,13400,Edit services for various Office reports and documents
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22641.html,Office of the Auditor General of Canada,Louis Majeau (SPEC enr.),24318,2007-03-28,0351 Communications Professional Services not Elsewhere Specified,2007-04-01 to 2008-03-31,,18200,Edit services for various Office reports and documents
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22645.html,Office of the Auditor General of Canada,LUCIE ROY TRAINING AND DEVELOPMENT,24327,2007-03-28,0446 Training Consultants,2007-04-10 to 2008-01-09,,9900,Delivery of courses to Office staff
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22638.html,Office of the Auditor General of Canada,Nicole Ch&ecirc;nevert-Miquelon,24298,2007-03-28,0351 Communications Professional Services not Elsewhere Specified,2007-04-01 to 2008-03-31,,16000,Edit services for various Office reports and documents
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22643.html,Office of the Auditor General of Canada,Paul Croft,24322,2007-03-28,0351 Communications Professional Services not Elsewhere Specified,2007-04-01 to 2008-03-31,,21000,Edit services for various Office reports and documents
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22652.html,Office of the Auditor General of Canada,Paul Della Penna,24340,2007-03-28,0401 Accounting and Audit Services,2007-04-10 to 2007-06-30,,21500,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22644.html,Office of the Auditor General of Canada,Pierre Roure,24324,2007-03-28,0351 Communications Professional Services not Elsewhere Specified,2007-04-01 to 2008-03-31,,11600,Edit services for various Office reports and documents
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22639.html,Office of the Auditor General of Canada,Robert W. Grant,24303,2007-03-28,0401 Accounting and Audit Services,2007-04-01 to 2007-05-31,,22000,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22649.html,Office of the Auditor General of Canada,William Hart,24335,2007-03-28,0351 Communications Professional Services not Elsewhere Specified,2007-04-01 to 2008-03-31,,22100,Edit services for various Office reports and documents
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22658.html,Office of the Auditor General of Canada,Cision Canada Inc.,24370,2007-03-29,0351 Communications Professional Services not Elsewhere Specified**,2007-04-01 to 2008-03-31,,19500,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22654.html,Office of the Auditor General of Canada,Dell Canada Inc.,24368,2007-03-29,1227 Computer Equipment - Small - Desktop/ Personal/ Portable/ Keyboard,2007-04-05,,251250,Purchase of notebook computers. Contract awarded through a Public Works and Government Services Canada (PWGSC) competitive process
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22655.html,Office of the Auditor General of Canada,MacKinnon-Charlton Ltd.,24372,2007-03-29,0491 Management Consulting,2007-04-01 to 2008-03-31,,21930,To provide HR classification services.
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22653.html,Office of the Auditor General of Canada,The Vrooman Group,24367,2007-03-29,0491 Management Consulting,2007-04-01 to 2008-03-31,,24750,To provide HR classification services.
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22656.html,Office of the Auditor General of Canada,Debt and Risk Management Inc.,24379,2007-03-30,0401 Accounting and Audit Services,2007-03-19 to 2007-05-31,,27150,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q4_e_22657.html,Office of the Auditor General of Canada,Hicks Morley Hamilton Stewart Storie LLP.,24412,2007-03-30,0491 Management Consulting,2007-04-01 to 2008-03-31,,10000,Provision of mediation services.
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q3_e_22579.html,Office of the Auditor General of Canada,Albert D. Teitlebaum,22476,2006-10-02,0401 Accounting and Audit Services,2006-10-03 to 2006-10-31,,10500,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q3_e_22566.html,Office of the Auditor General of Canada,Stevenson &amp; White Inc.,22441,2006-10-02,0491 Management Consulting,2006-08-01 to 2006-10-31,,20000,To assist with the recruiting of Audit staff
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q3_e_22588.html,Office of the Auditor General of Canada,IMP Solutions,22488,2006-10-03,"1226 Computer Equipment - Large/Medium - Mainframe, Mini",2006-10-18,,9963,Network security equipment.
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q3_e_22589.html,Office of the Auditor General of Canada,Ajilon Canada Inc.,22558,2006-10-10,0472 Information Technology Consultants,2006-10-18 to 2007-03-31,,24932.6,Conversion of reports from one software to another.
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q3_e_22590.html,Office of the Auditor General of Canada,PERSONNEL FORCE,22590,2006-10-17,0813 Temporary Help Services,2006-10-17 to 2007-01-12,,10481.25,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q3_e_22591.html,Office of the Auditor General of Canada,SNC - Lavalin ProFac Inc.,22652,2006-10-19,0630 Repair - Office Buildings,2006-10-19 to 2006-01-11,,9440,Minor building renovations.
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q3_e_22582.html,Office of the Auditor General of Canada,Toyota Canada Inc.,23300,2006-10-20,1261 Road Motor Vehicles,2006-11-30,,28896.25,Purchase of hybrid vechicle for Auditor General. Contract awarded through a Public Works and Government Services (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q3_e_22592.html,Office of the Auditor General of Canada,Deloitte &amp; Touche LLP,22738,2006-10-23,0401 Accounting and Audit Services,2005-10-23 to 2006-12-31,,9500,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q3_e_22544.html,Office of the Auditor General of Canada,"J.R. Charles Carri&egrave;re, CA",22850,2006-10-26,0401 Accounting and Audit Services,2006-10-26 to 2007-03-31,,15000,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q3_e_22541.html,Office of the Auditor General of Canada,Deloitte &amp; Touche LLP,22846,2006-10-27,0401 Accounting and Audit Services,2006-10-27 to 2007-03-31,,27500,"Professional fees of $22,500 and $5,000 in estimated travel expenses."
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q3_e_22593.html,Office of the Auditor General of Canada,ELLIOTT CARR CONSULTING LTD,22820,2006-10-30,0401 Accounting and Audit Services,2006-12-04 to 2007-03-31,,16500,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q3_e_22538.html,Office of the Auditor General of Canada,SYSTEMSCOPE INC.,22839,2006-10-31,0472 Information Technology Consultants,2006-11-03 to 2007-03-31,,63900,To provide Intranet Redesign services. Contract awarded through a competitive process.
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q3_e_22547.html,Office of the Auditor General of Canada,BELL SECURITY SOLUTIONS INC.,22873,2006-11-02,0472 Information Technology Consultants,2006-11-06 to 2006-11-30,,11950,External Vulnerability Assessment
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q3_e_22584.html,Office of the Auditor General of Canada,DELL CANADA INC.,23321,2006-11-02,1227 Computer Equipment - Small - Desktop/ Personal/ Portable/ Keyboard,2006-11-30,,85800,Purchase of notebook computers. Contract awarded through a Public Works and Government Services Canada (PWGSC) competitive process
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q3_e_22550.html,Office of the Auditor General of Canada,Nisha Technologies Inc.,22892,2006-11-06,"1226 Computer Equipment - Large/Medium - Mainframe, Mini",2006-11-15,,15030,Purchase of computer network equipment. Contract awarded through a Public Works and Government Services (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q3_e_22555.html,Office of the Auditor General of Canada,ARTEMP Personnel Services Inc.,22964,2006-11-07,0813 Temporary Help Services,2006-11-07 to 2007-02-16,,19687.5,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q3_e_22552.html,Office of the Auditor General of Canada,Penny Ballantyne,22927,2006-11-07,0401 Accounting and Audit Services,2006-11-08 to 2007-03-31,,25000,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q3_e_22558.html,Office of the Auditor General of Canada,API ALLAINCE Personnel Inc.,22965,2006-11-09,0813 Temporary Help Services,2006-11-09 to 2007-02-02,,10125,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q3_e_22561.html,Office of the Auditor General of Canada,Hay Group Limited,23007,2006-11-14,0491 Management Consulting,2006-11-14 to 2007-03-31,,20300,To conduct a review of the staff advancement practices of audit practicioners.
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q3_e_22569.html,Office of the Auditor General of Canada,KPMG LLP,23061,2006-11-16,0401 Accounting and Audit Services,2006-11-22 to 2007-02-28,,18750,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q3_e_22564.html,Office of the Auditor General of Canada,Lightning Tree Consulting Inc.,23050,2006-11-16,0491 Management Consulting,2006-11-20 to 2006-12-31,,23200,To develop detailed requirements for the redesign of Intranet site.
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q3_e_22570.html,Office of the Auditor General of Canada,Diana Vito &amp; Associates,23083,2006-11-20,0491 Management Consulting,2006-11-20 to 2007-01-31,,19876.37,To assist with assessments of candidates for an internal promotion process
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q3_e_22576.html,Office of the Auditor General of Canada,Sue Heron-Hubert,23206,2006-11-24,0401 Accounting and Audit Services,2006-11-24 to 2007-03-31,,15000,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q3_e_22571.html,Office of the Auditor General of Canada,J.L. Richards &amp; Associates Limited,23163,2006-11-27,0401 Accounting and Audit Services,2006-11-27 to 2007-03-31,,21000,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q3_e_22575.html,Office of the Auditor General of Canada,Paul Della Penna,23204,2006-11-27,0401 Accounting and Audit Services,2006-11-27 to 2007-03-31,,22000,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q3_e_22573.html,Office of the Auditor General of Canada,Harrington Staffing Services,23186,2006-11-28,0813 Temporary Help Services,2007-01-02 to 2007-03-31,,14625,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q3_e_22572.html,Office of the Auditor General of Canada,SirsiDynix,23172,2006-11-28,0472 Information Technology Consultants,2006-12-04 to 2007-01-31,,17497.75,Migration of software between server platforms.
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q3_e_22574.html,Office of the Auditor General of Canada,ADVANCED BUSINESS INTERIORS,23198,2006-11-29,"1231 Office Furniture and Furnishings, Including Parts",2007-02-15,,21228.35,Purchase of office furniture. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q3_e_22577.html,Office of the Auditor General of Canada,Paul Della Penna,23220,2006-11-30,0401 Accounting and Audit Services,2006-12-01 to 2007-03-31,,24800,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q3_e_22580.html,Office of the Auditor General of Canada,AMICI GROUP INC.,23253,2006-12-05,0401 Accounting and Audit Services,2006-12-06 to 2007-03-31,,13900,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q3_e_22578.html,Office of the Auditor General of Canada,Pricewaterhouse Coopers LLP,23249,2006-12-05,0401 Accounting and Audit Services,2006-12-06 to 2007-03-31,,24400,Contract awarded through a competitive process.
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q3_e_22581.html,Office of the Auditor General of Canada,SPSS Inc.,23271,2006-12-06,1228 Software,2006-12-18 to 2007-12-17,,11704.54,Purchase of additional copies of statistical software as well as annual support and maintenance. Contract awarded through a Public Works and Government Services Canada (PWGSC) Standing Offer.
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q3_e_22583.html,Office of the Auditor General of Canada,J.L. Richards &amp; Associates Limited,23319,2006-12-15,0401 Accounting and Audit Services,2006-12-29 to 2007-03-31,,12000,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q3_e_22585.html,Office of the Auditor General of Canada,Harrington Staffing Services,23377,2006-12-22,0813 Temporary Help Services,2007-01-02 to 2007-03-30,,10481.25,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q3_e_22587.html,Office of the Auditor General of Canada,Golder Associates Ltd.,23383,2006-12-29,0401 Accounting and Audit Services,2007-01-08 to 2007-03-31,,24000,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q3_e_22586.html,Office of the Auditor General of Canada,The Strategic Review Group,23382,2006-12-29,0401 Accounting and Audit Services,2007-01-08 to 2007-03-31,,20000,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q2_e_22510.html,Office of the Auditor General of Canada,GOLDSMITH BORGAL &amp; COMPANY LTD. ARCHITECTS,21708,2006-07-04,0401 Accounting and Audit Services,2006-07-06 to 2006-12-31,,50000,Contract awarded through a competitive process.
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q2_e_22521.html,Office of the Auditor General of Canada,HDP Group Inc.,21724,2006-07-05,0491 Management Consulting,2006-07-06 to 2006-09-01,,11100,To provide facilitation services to develop recommendations and actions to follow-up on employee surveys.
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q2_e_22524.html,Office of the Auditor General of Canada,Robert Half Canada Inc.,21740,2006-07-05,0491 Management Consulting,2006-07-05 to 2006-08-31,,22000,To assist with the recruiting of Audit staff.
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q2_e_22525.html,Office of the Auditor General of Canada,COREWEST INTERNATIONAL,21746,2006-07-06,0401 Accounting and Audit Services,2006-07-06 to 2007-03-31,,10000,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q2_e_22526.html,Office of the Auditor General of Canada,Wild Bight Enterprises Limited,21750,2006-07-07,0401 Accounting and Audit Services,2006-07-10 to 2007-03-31,,12400,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q2_e_22528.html,Office of the Auditor General of Canada,Hay Group Limited,21793,2006-07-11,0491 Management Consulting,2006-07-11 to 2007-03-31,,22000,To conduct a review of the compensation benefits of the Audit Staff.
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q2_e_22527.html,Office of the Auditor General of Canada,Oasis Consulting and Translation,21787,2006-07-11,0401 Accounting and Audit Services,2006-07-11 to 2007-03-31,,28000,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q2_e_22529.html,Office of the Auditor General of Canada,Interis Consulting Inc.,21843,2006-07-14,0401 Accounting and Audit Services,2006-07-16 to 2006-12-31,,21000,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q2_e_22500.html,Office of the Auditor General of Canada,Nisha Technologies Inc.,21869,2006-07-20,1227 Computer Equipment - Small - Desktop/ Personal/ Portable/ Keyboard,2006-07-28,,12986,Purchase of network computers.
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q2_e_22501.html,Office of the Auditor General of Canada,The Strategic Review Group,21889,2006-07-24,0401 Accounting and Audit Services,2006-07-24 to 2007-03-31,,25000,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q2_e_22504.html,Office of the Auditor General of Canada,La Cit&eacute; coll&eacute;giale,21907,2006-07-25,0446 Training Consultants,2006-07-04 to 2006-12-29,,40016,French language training for staff. Contract awarded through a competitive process (OAG Supply Arrangement).
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q2_e_22503.html,Office of the Auditor General of Canada,Multi-Langues Saykaly (MLS) Inc.,21905,2006-07-25,0446 Training Consultants,2006-07-04 to 2006-12-29,,40014,French language training for staff. Contract awarded through a competitive process (OAG Supply Arrangement).
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q2_e_22502.html,Office of the Auditor General of Canada,Pricewaterhouse Coopers LLP,21898,2006-07-25,0491 Management Consulting,2006-07-31 to 2007-03-31,,20500,Provide advice on financial audit software and methodology.
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q2_e_22505.html,Office of the Auditor General of Canada,Knowledge Circle,21967,2006-08-01,0446 Training Consultants,2006-07-01 to 2006-12-30,,62010,French language training for staff. Contract awarded through a competitive process (OAG Supply Arrangement).
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q2_e_22506.html,Office of the Auditor General of Canada,Queen&#39;s University,21988,2006-08-02,0447 Tuition Fees and Costs of Attending Courses Including Seminars not Elsewhere Specified,2006-09-24 to 2006-10-06,,13500,Tuition fees and associated expenses for a senior management staff member to attend an executive program.
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q2_e_22507.html,Office of the Auditor General of Canada,Harrington Staffing Services,22010,2006-08-08,0813 Temporary Help Services,2006-08-28 to 2007-01-12,,22500,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q2_e_22508.html,Office of the Auditor General of Canada,3238423 Canada Inc. R.L. Foote &amp; Associates,22047,2006-08-14,0401 Accounting and Audit Services,2006-08-16 to 2007-03-31,,24888.9,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q2_e_22523.html,Office of the Auditor General of Canada,Tri-Graphic Printing (Ottawa) Ltd.,22463,2006-08-15,0321 Printing Services,2006-08-15 to 2007-08-31,,200000,Printing of the 2006-07 Auditor General&#39;s Reports. Contract awarded by PWGSC through a competitive process.
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q2_e_22509.html,Office of the Auditor General of Canada,Bell Canada,22066,2006-08-16,1221 Voice Communications Equipment,2006-08-30,,14505.78,Purchase of telephones for Office staff. Contract awarded through a competitive process.
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q2_e_22511.html,Office of the Auditor General of Canada,Human Resource Systems Group Ltd.,22091,2006-08-18,0491 Management Consulting,2006-08-21 to 2006-12-18,,14950,To review and update the Office&#39;s Competency Model.
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q2_e_22512.html,Office of the Auditor General of Canada,91196 Canada Ltee,22170,2006-08-29,0822 Hospitality,2006-09-20,,21827.25,"Staff Update - Facility rental, breakfast, lunch and refreshments for 550 people. Contract awarded through a competitive process."
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q2_e_22513.html,Office of the Auditor General of Canada,JAMES CAIRNCROSS &amp; ASSOCIATES INC.,22221,2006-09-06,0401 Accounting and Audit Services,2006-09-18 to 2007-03-31,,27500,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q2_e_22514.html,Office of the Auditor General of Canada,Oasis Consulting and Translation,22231,2006-09-07,0401 Accounting and Audit Services,2006-09-07 to 2007-03-31,,25000,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q2_e_22515.html,Office of the Auditor General of Canada,Donna Nixon,22275,2006-09-11,0472 Information Technology Consultants,2006-10-02 to 2007-09-30,,60000,To assist with the implementation of a financial system. Contract awarded through a Public Works and Government Services Canada (PWGSC) competitive process.
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q2_e_22516.html,Office of the Auditor General of Canada,Lewis Auerbach Consulting Services,22344,2006-09-18,0401 Accounting and Audit Services,2006-09-18 to 2007-03-31,,17250,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q2_e_22520.html,Office of the Auditor General of Canada,Action Personnel Services,22423,2006-09-19,0813 Temporary Help Services,2006-09-19 to 2007-02-02,,20250,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q2_e_22517.html,Office of the Auditor General of Canada,Action Personnel of Ottawa-Hull Ltd.,22385,2006-09-21,0813 Temporary Help Services,2006-10-10 to 2007-01-12,,10762.5,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q2_e_22518.html,Office of the Auditor General of Canada,KineMedics,22404,2006-09-25,0491 Management Consulting,2006-10-02 to 2007-09-30,,22000,Ergonomic assessment services for Office staff. Contract awarded through a competitive process.
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q2_e_22519.html,Office of the Auditor General of Canada,J. &amp; M. Arnold &amp; Associates Ltd.,22411,2006-09-26,0491 Management Consulting,2006-10-02 to 2007-03-31,,52501.5,To assist with the revision of our chart of accounts. Contract awarded through a competitive process.
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q2_e_22522.html,Office of the Auditor General of Canada,Fred Gorbet,22440,2006-09-27,0401 Accounting and Audit Services,2006-10-16 to 2007-03-31,,9900,
http://www.oag-bvg.gc.ca/internet/English/con_2006-2007_Q1_e_21322.html,Office of the Auditor General of Canada,Bell Mobility Inc.,20682,2006-04-01,0220 Telephone and Other Voice Services,2006-04-01 to 2008-03-31,,30000,Blackberry voice service fees. Contract awarded through a competitive process.
